Gene	Gene_Name	Molecule	Start	End	strand	probe_start	probe_end	1451_growth_t1_avg	1451_growth_t2_avg	1451_growth_t3_avg	1451_growth_t4_avg	ura3_growth_t1_avg	ura3_growth_t2_avg	ura3_growth_t3_avg	ura3_growth_t4_avg
VNG0256H		chr	210031	210579	+	210470	210401	-0.012666667	0.04	-0.022	-0.07	-0.0005	0.021333333	0.071666667	-0.0435
VNG0258H		chr	210989	210642	-	210879	210948	-0.175333333	-0.153666667	-0.224	-0.183	-0.0855	-0.015	-0.179	-0.1875
VNG0259G	ipp	chr	211101	211631	+	211282	211213	-0.077333333	0.048	-0.031	-0.1245	-0.0055	-0.037	-0.112	-0.2695
VNG0261H		chr	211694	211849	+	211807	211738	-0.117666667	0.004333333	0.011	0.203	-0.0065	-0.074333333	0.012666667	0.272
VNG0262C		chr	211896	213008	+	212197	212128	-0.116333333	0.012333333	0.016	0.0965	-0.0055	-0.071333333	-0.005333333	0.124
VNG0264H		chr	213067	214422	+	213178	213109	-0.097666667	0.022666667	-0.02	-0.0345	-0.05	-0.002	-0.017666667	-0.032
VNG0265G	ftsZ4	chr	215515	214445	-	214734	214803	-0.16	0.027666667	-0.029666667	-0.063	-0.0895	-0.034	-0.068666667	-0.0925
VNG0266H		chr	215499	216065	+	215635	215566	0.271666667	0.074666667	0.071333333	0.3055	0.1285	0.113333333	0.255	0.1965
VNG0267H		chr	216068	216958	+	216944	216875	0.048	-0.169	0.049333333	0.144	0.005	0.051	0.079	0.011
VNG0268C		chr	216982	218067	+	217650	217581	0.242333333	0.147	0.076	0.304	0.1025	0.136666667	0.218333333	0.2925
VNG0270C		chr	218415	219329	+	218882	218813	-0.069666667	0.047333333	-0.099666667	0.003	-0.039	-0.013666667	0.012333333	0.0185
VNG0271C		chr	219360	220451	+	219881	219812	0.272	0.072666667	0.031	0.2785	0.1905	0.122333333	0.256	0.2085
VNG0272H		chr	220482	220946	+	220939	220870	0.053666667	-0.004666667	0.024666667	0.208	0.108	0.109	0.179	0.0855
VNG0274C		chr	221005	221607	+	221513	221444	0.130666667	0.085666667	0.063666667	0.262	0.159	0.068333333	0.112	0.2955
VNG0277G	crtI3	chr	221649	223271	+	222152	222083	0.077666667	0.121	0.099	0.26	0.146	0.055	0.140333333	0.2305
VNG0280H		chr	224468	223521	-	224334	224403	0.360666667	0.134333333	0.111666667	0.3375	0.1975	0.140666667	0.289666667	0.27
VNG0281G	soxB	chr	224467	225585	+	225027	224958	-0.073333333	-0.044666667	-0.096333333	0.037	0.062	0.016333333	0.044	-0.0115
VNG0282H		chr	226179	226024	-	226053	226122	0.065333333	0.025666667	0	0.0615	-0.145	-0.080666667	-0.086333333	0.0895
VNG0283C		chr	226024	225593	-	225808	225877	-0.057666667	0.023666667	-0.012	0.031	-0.0675	-0.102333333	-0.042333333	0.038
VNG0284C		chr	227135	228826	+	227740	227671	0.339333333	0.117666667	0.098333333	0.1435	0.124	0.124666667	0.176	0.1625
VNG0285C		chr	229052	229438	+	229403	229334	-0.113333333	-0.046	-0.121333333	-0.264	-0.1635	-0.048666667	-0.114	-0.365
VNG0286C		chr	229443	230594	+	229770	229701	0.114333333	0.061333333	-0.033666667	-0.1405	-0.041	0.026666667	-0.037333333	-0.213
VNG0287H		chr	230608	230880	+	230749	230680	0.084333333	0.055333333	-0.007	-0.03	0.0335	0.013333333	0.054	-0.16
VNG0289H		chr	231817	231158	-	231701	231770	0.114666667	0.096666667	0.12	0.419	0.1545	0.138333333	0.268	0.502
VNG0291H		chr	232645	231866	-	232460	232529	0.069	0.077666667	0.102666667	0.2365	0.1065	0.03	0.145666667	0.2515
VNG0293H		chr	232952	232686	-	232839	232908	-0.038	0.048666667	0.114	0.2675	0.0665	0.014	0.085666667	0.3475
VNG0294G	pnm	chr	233317	233838	+	233586	233517	-0.033666667	0.065333333	-0.042	-0.2195	-0.1025	-0.008	-0.066333333	-0.215
VNG0296H		chr	233894	234808	+	234340	234271	0.033333333	0.052666667	-0.006333333	0.17	0.076	0.080333333	0.160666667	0.1625
VNG0297H		chr	235626	234811	-	235016	235085	0.007	0.084333333	0.024	0.069	0.054	0.037333333	0.1	0.0445
VNG0298H		chr	236303	235701	-	235857	235926	0.063666667	0.161666667	0.131	0.3135	0.156	0.164333333	0.265333333	0.294
VNG0300C		chr	237037	236321	-	236599	236668	0.101	0.035666667	0.105	0.2615	0.123	0.122333333	0.226	0.107
VNG0301C		chr	237666	237136	-	237496	237565	0.206	0.125333333	0.056666667	0.1135	0.1365	0.129	0.146333333	0.048
VNG0303G	lon	chr	237843	239948	+	238416	238347	-0.041666667	0.037	0.018333333	0.0495	-0.069	-0.060666667	-0.08	0.1265
VNG0305G	trpC	chr	240541	241293	+	241290	241221	0.333333333	0.201666667	0.190333333	0.5425	0.3495	0.221	0.508	0.423
VNG0306C		chr	240528	240010	-	240415	240484	0.049333333	-0.025	0.016666667	0.1645	0.061	0.100333333	0.139	0.117
VNG0307G	trpB	chr	241293	242582	+	241762	241693	0.337666667	0.176	0.147333333	0.459	0.212	0.221333333	0.341666667	0.333
VNG0308G	trpA	chr	242798	243409	+	242914	242845	0.221333333	-0.098333333	0.093333333	0.398	0.245	0.184666667	0.367333333	0.259
VNG0309C		chr	243437	244231	+	243720	243651	0.160333333	0.055	0.009333333	0.2	0.0795	0.052666667	0.255666667	0.248
VNG0310C		chr	244639	245799	+	245714	245645	-0.052	0.069666667	-0.003333333	-0.0195	-0.094	-0.044666667	-0.065666667	0.014
VNG0311H		chr	244632	244234	-	244494	244563	0.016666667	-0.001666667	-0.045	-0.1655	-0.072	-0.010333333	-0.124	-0.175
VNG0312H		chr	246108	245812	-	245957	246026	-0.124666667	-0.065	-0.117333333	-0.1225	-0.1505	-0.090333333	-0.084	-0.0965
VNG0314G	aroD	chr	246854	246270	-	246337	246406	0.501333333	0.228	0.199666667	0.483	0.302	0.243	0.283	0.394
VNG0315G	tfbF	chr	247967	247011	-	247853	247922	-0.128333333	-0.015333333	-0.108333333	-0.1605	-0.0055	-0.05	-0.086333333	-0.267
VNG0316C		chr	248258	248968	+	248868	248799	0.459	0.176	0.179	0.4255	0.1785	0.204666667	0.325	0.2555
VNG0318G	dpg	chr	250817	248976	-	250067	250136	0.119333333	0.133666667	0.094666667	0.2685	0.169	0.130666667	0.161333333	0.154
VNG0319H		chr	251021	251260	+	251185	251116	0.467666667	0.26	0.214666667	0.3545	0.2575	0.141666667	0.303666667	0.4365
VNG0320H		chr	251884	251276	-	251661	251730	-0.089666667	0.012666667	-0.008	-0.0005	-0.0465	-0.037	-0.044	0.0525
VNG0321G	ids	chr	253118	251943	-	252863	252932	-0.207666667	0.021333333	0.016333333	0.011	-0.162	-0.036	-0.051666667	0.0265
VNG0322H		chr	253667	253161	-	253350	253419	-0.042666667	0.069333333	0.000333333	0.0635	-0.003	-0.023333333	0.040333333	0.05
VNG0323H		chr	253876	253703	-	253704	253773	0.108666667	0.204	0.158333333	0.2175	0.0415	0.029	0.139666667	0.2145
VNG0324G	pykA	chr	255653	253917	-	254249	254318	0.149333333	0.250333333	0.218	0.202	0.0455	-0.021	0.049333333	0.045
VNG0326G	metS	chr	257811	255745	-	257139	257208	-0.018333333	0.063666667	0.010333333	0.0115	0.125	0.038	-0.002666667	0.004
VNG0327G	gadD	chr	258939	257875	-	258267	258336	0.082333333	0.123	0.053666667	0.0865	0.136	0.074	0.093333333	-0.0375
VNG0329G	caaX	chr	260251	258968	-	259194	259263	-0.071333333	-0.029	0.035	0.1835	0.1885	0.042333333	0.174	0.163
VNG0330G	ppsA	chr	262549	260294	-	262099	262168	-0.522333333	-0.361	-0.467666667	-0.4625	-0.2115	-0.073	-0.144333333	-0.3755
VNG0331H		chr	262683	263069	+	263023	262954	0.193	0.110333333	0.037	0.1685	0.0725	0.071	0.191666667	0.1945
VNG0332C		chr	263978	263076	-	263737	263806	0.111	-0.032333333	0.041	0.223	0.06	0.100333333	0.169333333	0.1695
VNG0335G	gptA1	chr	264253	264942	+	264463	264394	0.163333333	0.151333333	0.117666667	0.1285	0.166	0.146333333	0.06	0.0445
VNG0339H		chr	267340	268038	+	267552	267483	0.113666667	-0.049333333	0.070333333	0.212	0.098	0.099333333	0.203666667	0.1625
VNG0340C		chr	268906	268049	-	268124	268193	0.231666667	0.078666667	0.057333333	0.224	0.0275	0.096666667	0.190333333	0.169
VNG0342G	smc1	chr	272471	268902	-	270367	270436	0.017333333	0.094	0.047	0.115	0.089	0.030666667	0.034	-0.104
VNG0343H		chr	272777	272496	-	272639	272708	0.101	0.110666667	0.060333333	0.0465	0.059	0.041	0.033666667	-0.049
VNG0345G	gatB2	chr	272907	274391	+	273826	273757	0.012	0.108666667	0.051	0.0565	0.0255	0.028333333	-0.027333333	-0.007
VNG0346H		chr	274601	274443	-	274462	274531	0.452666667	0.122333333	0.157333333	0.4365	0.2035	0.164666667	0.278666667	0.387
VNG0347H		chr	275373	274894	-	275258	275327	0.263333333	0.165666667	0.226333333	0.507	0.276	0.191	0.401333333	0.37
VNG0349G	topA	chr	275992	277980	+	277309	277240	0.218666667	0.084	0.048666667	0.191	0.002	0.045666667	0.071	0.2785
VNG0351C		chr	278123	279409	+	279065	278996	0.075333333	0.111333333	0.034	0.183	0.1055	0.054333333	0.134666667	0.1745
VNG0352H		chr	279446	279661	+	279562	279493	0.072	0.053	0.047	0.071	-0.0525	-0.063666667	-0.006666667	0.0305
VNG0354C		chr	279704	280471	+	280445	280376	0.089333333	0.032	0.074666667	0.1925	0.1505	0.087333333	0.148666667	0.157
VNG0355G	htr14	chr	282370	280490	-	281791	281860	0.070666667	0.025333333	0.011	0.091	0.0205	-0.035	0.027333333	0.214
VNG0357H		chr	282398	282823	+	282810	282741	0.262666667	0.174333333	0.285	0.6035	0.4085	0.245333333	0.441	0.395
VNG0359C		chr	282823	283722	+	283281	283212	0.085333333	0.198333333	0.166333333	0.1835	0.0695	0.080666667	0.141	0.196
VNG0360C		chr	284243	283767	-	284128	284197	-0.104333333	0.029333333	-0.007666667	0.104	-0.074	-0.090666667	-0.025666667	0.084
VNG0361C		chr	284272	285270	+	284382	284313	-0.090333333	0.001666667	-2.31E-18	0.0855	-0.0295	0.037666667	0.063333333	0.112
VNG0363G	nfi	chr	285278	286069	+	286068	285999	0.038	0.042333333	0.057333333	0.1785	0.074	0.100333333	0.149333333	0.1325
VNG0364G	yusZ3	chr	286131	286949	+	286475	286406	0.074333333	0.106	0.155333333	0.2845	0.0835	0.137	0.236333333	0.31
VNG0365G	arsA1	chr	288011	286971	-	287456	287525	0.189333333	0.111333333	0.110666667	0.2905	0.196	0.169666667	0.292333333	0.198
VNG0367H		chr	288101	288442	+	288420	288351	0.168666667	0.231	0.305	0.5855	0.26	0.211666667	0.348	0.455
VNG0368C		chr	288491	289003	+	288644	288575	0.027	0.015666667	0.104333333	0.277	0.101	0.055	0.164	0.179
VNG0370H		chr	289817	289518	-	289647	289716	0.099666667	-0.017666667	-0.049666667	0.0275	0.037	0.039666667	0.086	0.0065
VNG0371G	acd1	chr	290169	291536	+	290393	290324	0.206333333	0.101666667	0.259333333	0.5275	0.2375	0.235666667	0.445666667	0.371
VNG0373H		chr	291616	291981	+	291823	291754	0.056333333	0.045666667	-0.023	-0.0295	0.008	0.05	0.019333333	-0.04
VNG0374G	nusG	chr	292431	291997	-	292193	292262	0.002666667	0.012666667	-0.034333333	-0.1145	0.0295	0.023333333	-0.075	-0.1055
VNG0375G	secE	chr	292606	292436	-	292462	292531	0.033333333	0.025333333	-0.045	-0.143	0.0275	0.041666667	-0.072333333	-0.1115
VNG0376G	ftsZ1	chr	293860	292673	-	293654	293723	-0.034666667	0.043	0.027666667	-0.031	-0.0565	-0.021333333	-0.018666667	-0.0565
VNG0378C		chr	295060	293891	-	294805	294874	0.336333333	0.215666667	0.203666667	0.378	0.283	0.221	0.349333333	0.3525
VNG0380G	caa	chr	296266	295313	-	295419	295488	-0.06	0.005666667	-0.032	-0.121	-0.009	0.008	-0.028333333	-0.099
VNG0382G	aroE	chr	296344	297141	+	297089	297020	0.245333333	0.127666667	0.122	0.259	0.184	0.093	0.157666667	0.223
VNG0383H		chr	297162	297527	+	297272	297203	-0.064666667	0.017333333	0.024666667	0.087	0.0345	-0.002666667	-0.008	0.0785
VNG0384G	trpE2	chr	297545	299008	+	298750	298681	0.312333333	0.161666667	0.155333333	0.264	0.1685	0.102666667	0.186666667	0.2705
VNG0386G	trpG2	chr	299464	299580	+	299577	299508	0.011333333	0.04	-0.038333333	-0.018	0.0225	0.037	0.04	0.039
VNG0387G	ilvE1	chr	299568	300422	+	300206	300137	0.360333333	0.157333333	0.208	0.3025	0.123	0.162333333	0.277666667	0.2345
VNG0388C		chr	300471	300938	+	300793	300724	0.031	0.124	0.060333333	0.14	0.049	0.032	0.058333333	0.1365
VNG0389C		chr	301228	300941	-	300945	301014	0.325666667	0.184666667	0.147	0.2775	0.1715	0.130666667	0.212333333	0.296
VNG0390G	graD1	chr	301248	302273	+	302124	302055	0.028333333	0.027	0.012333333	-0.115	-0.004	0.04	-0.004333333	-0.151
VNG0391C		chr	302999	302280	-	302588	302657	0.244666667	0.106333333	0.083333333	0.2075	0.096	0.115333333	0.142666667	0.1715
VNG0393C		chr	304194	303049	-	303390	303459	-0.048	0.047666667	0.04	0.051	-0.0075	0.000666667	0.051666667	0.0775
VNG0394C		chr	305170	304271	-	304977	305046	-0.037333333	0.023333333	0.002	-0.0115	-0.0125	-0.023	-0.094333333	0.143
VNG0396C		chr	305431	305841	+	305705	305636	0.103666667	-0.036333333	0.076333333	0.2255	0.1315	0.136333333	0.199333333	0.1165
VNG0398G	nthA1	chr	305902	306696	+	306110	306041	0.028333333	0.020333333	-0.05	-0.0815	0.004	0.035	0.011666667	-0.09
VNG0399H		chr	307168	306704	-	306838	306907	-0.115	-0.019333333	-0.038666667	-0.0455	-0.08	-0.043333333	-0.059	0.0425
VNG0401G	epf2	chr	309215	307293	-	308392	308461	0.038333333	0.046666667	-0.005333333	-0.016	0.065	0.028666667	0.044	0.1795
VNG0402H		chr	309685	309536	-	309567	309636	-0.175	-0.089	0.053333333	0.2565	-0.0805	-0.132666667	0.118666667	0.413
VNG0403G	proS	chr	309915	311309	+	311160	311091	-0.058	0.044333333	-0.038666667	-0.2125	-0.03	0.026333333	-0.09	-0.2345
VNG0404H		chr	311391	311918	+	311503	311434	-0.074666667	0.07	0.036333333	0.0535	-0.0785	-0.038666667	-0.004666667	-0.032
VNG0405C		chr	311957	312943	+	312366	312297	0.012333333	0.108	0.041	0.086	0.1415	0.126666667	0.105333333	0.0115
VNG0406C		chr	313105	314160	+	313655	313586	0.060333333	0.03	0.136	0.0695	-0.009	0.034333333	0.040333333	-0.039
VNG0407H		chr	314971	314159	-	314832	314901	0.135	0.195666667	0.134666667	0.3475	0.2925	0.157666667	0.17	0.1305
VNG0408H		chr	316276	315209	-	315588	315657	-0.223	-0.123333333	-0.115666667	0.003	-0.0395	-0.068666667	-0.018333333	-0.0605
VNG0409C		chr	318105	316312	-	317986	318055	-0.253666667	-0.184666667	-0.212	-0.0705	-0.0365	-0.073333333	-0.087	-0.1395
VNG0410G	rfbU2	chr	318208	319272	+	319021	318952	-0.145	-0.012	-0.1	-0.3455	-0.1325	-0.048666667	-0.102666667	-0.437
VNG0412G	folP	chr	321744	319300	-	320280	320349	0.085666667	0.005333333	-0.061666667	-0.019	0.067	-0.029	-0.028	-0.166
VNG0414G	purH	chr	323580	321796	-	323356	323425	-0.242	-0.145	-0.221333333	-0.24	-0.2575	-0.277	-0.202333333	-0.279
VNG0415G	purB	chr	323468	324952	+	323578	323509	0.474333333	0.227666667	0.376	0.6865	0.3015	0.264333333	0.402333333	0.424
VNG0417H		chr	325020	325658	+	325557	325488	-0.078666667	0.043	-0.05	-0.056	-0.0425	0.025666667	-0.003666667	0.0095
VNG0419C		chr	325698	326192	+	325832	325763	0.080333333	0.045333333	0.021666667	0.0285	-0.03	0.002666667	-0.017666667	0.0685
VNG0420H		chr	326384	326199	-	326233	326302	0.034	0.065	0.003666667	0.0135	0.058	0.039666667	-0.049	-0.0135
VNG0421C		chr	326468	326944	+	326607	326538	0.201	0.105666667	0.007666667	-0.097	0.1315	0.075333333	0.072666667	-0.0805
VNG0422G	cyc	chr	328172	326958	-	327323	327392	0.003666667	0.109666667	0.137666667	0.259	-0.009	-0.011333333	0.110333333	0.245
VNG0424C		chr	328415	328804	+	328606	328537	-0.007333333	0.094666667	0.083666667	-0.058	-0.1075	-0.014333333	-0.08	-0.1555
VNG0425G	pimT2	chr	328807	329520	+	328986	328917	-0.034	0.099	0.089666667	-0.023	-0.059	-0.012666667	-0.053333333	-0.101
VNG0426G	rpoM	chr	329967	329656	-	329855	329924	0.026666667	-0.022	-0.072666667	-0.0585	0.1825	0.105333333	0.060333333	-0.0565
VNG0427G	yfmO2	chr	330079	331338	+	330353	330284	0.106	0.109	0.090666667	0.252	0.0605	0.116666667	0.185333333	0.2145
VNG0428G	fad2	chr	332112	331345	-	331850	331919	0.091666667	0.051666667	0.069666667	0.165	0.0595	0.021333333	0.073333333	0.047
VNG0429H		chr	332196	332678	+	332341	332272	0.053333333	0.112666667	0.066333333	0.113	0.129	0.113333333	0.062	0.049
VNG0430H		chr	333338	332691	-	332911	332980	0.485666667	0.18	0.137666667	0.464	0.2395	0.261333333	0.291666667	0.419
VNG0431G	apa	chr	334244	333819	-	334049	334118	0.020333333	0.039333333	-0.05	-0.04	0.0625	0.019	-0.065	-0.0875
VNG0433C		chr	334368	334700	+	334497	334428	-0.060666667	0.047666667	0.027666667	-0.0915	-0.0195	0.094333333	0.021666667	-0.156
VNG0435H		chr	335064	334801	-	334865	334934	-0.069	0.02	-0.024	0.0005	-0.021	-0.000666667	-0.004666667	0.023
VNG0436G	nhaC1	chr	336626	335064	-	336382	336451	-0.032666667	0.068333333	0.08	0.127	0.129	0.060666667	0.082333333	0.133
VNG0437C		chr	336723	338000	+	337893	337824	0.002	-0.015333333	0.078666667	0.1795	0.045	0.047	0.128333333	0.1475
VNG0438G	ferA3	chr	339490	339816	+	339643	339574	0.024333333	0.108666667	0.033666667	0.0815	0.1105	0.104666667	0.043666667	-0.0125
VNG0439C		chr	339384	338017	-	338812	338881	-0.094333333	0.027666667	-0.056666667	-0.2735	-0.1085	-0.034666667	-0.095	-0.3735
VNG0440C		chr	340952	339825	-	340552	340621	0.100333333	0.163333333	0.089333333	0.286	0.1645	0.095333333	0.213333333	0.255
VNG0441H		chr	341012	341644	+	341460	341391	0.084666667	0.119333333	0.157666667	0.286	0.2135	0.104333333	0.150333333	0.1725
VNG0442G	rspA	chr	342908	341673	-	341877	341946	0.222333333	0.097333333	0.104666667	0.177	0.127	0.069333333	0.138	0.13
VNG0444G	dapA	chr	343887	342949	-	343759	343828	0.041	0.023333333	0.076666667	0.1725	0.07	0.030333333	0.042666667	0.039
VNG0446G	gcd	chr	345205	346272	+	345736	345667	0.507333333	0.279	0.229666667	0.648	0.4285	0.247	0.437333333	0.425
VNG0447H		chr	345117	343912	-	344636	344705	0.042666667	0.111666667	0.014333333	0.122	0.1435	0.013	0.051333333	0.0445
VNG0448G	pyrC	chr	346272	346907	+	346707	346638	0.133	0.087	0.067666667	0.0995	0.035	0.065666667	0.064	0.123
VNG0450C		chr	346978	347352	+	347099	347030	-0.053333333	0.001666667	-0.006333333	0.0575	-0.0205	-0.001666667	-0.048666667	0.029
VNG0451G	phoU	chr	347990	347370	-	347824	347893	0.036	-0.003	-0.031333333	-0.204	-0.008	-0.008	0.25	-0.0175
VNG0452G	pstB2	chr	348898	348056	-	348754	348823	-0.172	-0.027666667	-0.059666667	-0.1675	-0.0945	-0.048	0.192666667	-0.109
VNG0453G	pstA2	chr	350605	348908	-	349548	349617	-0.105666667	-0.069	-0.030333333	-0.2745	-0.119	-0.038666667	0.237	-0.094
VNG0455G	pstC2	chr	351566	350610	-	351057	351126	-0.063333333	0.02	-0.026333333	-0.054	0.062	0.033333333	0.239333333	0.0055
VNG0457G	phoX	chr	352656	351625	-	352487	352556	0.016	0.003333333	0.024666667	-0.1265	0.0445	0.062333333	0.196	0.017
VNG0458G	prp1	chr	352883	353884	+	353063	352994	0.021666667	0.030666667	0.006666667	0.0355	-0.0065	-0.020666667	0.026666667	0.0495
VNG0459G	nodP	chr	353960	354928	+	354813	354744	0.011666667	0.056666667	0.032666667	-0.14	-0.043	0.03	-0.068666667	-0.1295
VNG0461G	aspS	chr	355258	356565	+	355846	355777	-0.003333333	0.09	-0.016666667	-0.1455	-0.024	0.014	-0.05	-0.1685
VNG0462C		chr	356889	356608	-	356747	356816	0.516666667	0.173333333	0.185333333	0.5325	0.2495	0.224333333	0.281	0.4955
VNG0463C		chr	357508	356894	-	356900	356969	0.117666667	-0.072333333	0.100333333	0.26	0.114	0.131	0.246333333	0.225
VNG0465G	nosF2	chr	358277	357504	-	357948	358017	0.147333333	0.130333333	0.143	0.313	0.2005	0.184333333	0.279333333	0.292
VNG0466C		chr	359239	358391	-	359101	359170	0.045	0.105	0.07	0.271	0.147	0.137666667	0.228666667	0.283
VNG0467G	yafB	chr	360221	359391	-	360102	360171	-0.264	-0.147666667	-0.189666667	-0.0015	-0.1215	-0.128666667	-0.18	0.285
VNG0468C		chr	361511	360282	-	360667	360736	-0.016333333	-0.118333333	0.016	0.0405	0.0355	0.072	0.072666667	0.0245
VNG0469H		chr	363387	361708	-	362348	362417	0.269	0.194666667	0.253	0.623	0.1825	0.267666667	0.421333333	0.4215
VNG0470G	trp3	chr	364117	363362	-	363816	363885	0.085666667	0.189666667	0.214333333	0.5105	0.279	0.232	0.414666667	0.374
VNG0471C		chr	364476	364279	-	364337	364406	0.018	0.098	0.054333333	0.101	0.1145	0.130666667	0.124333333	0.12
VNG0472H		chr	364889	364476	-	364693	364762	0.028333333	0.099333333	0.001	0.0105	0.0295	0.028333333	-0.053333333	-0.0745
VNG0473G	porB	chr	366173	365307	-	365571	365640	0.047666667	0.144333333	0.037333333	-0.19	-0.0715	0.105	-0.168	-0.356
VNG0474G	porA	chr	367918	366173	-	367755	367824	-0.102	0.057666667	-0.033333333	-0.2445	-0.1405	0.003666667	-0.169666667	-0.2975
VNG0475C		chr	368167	368808	+	368372	368303	0.329333333	0.155	0.193666667	0.265	0.2335	0.216	0.235666667	0.2865
VNG0478C		chr	369825	369412	-	369675	369744	0.021666667	0.052666667	0.055	0.1045	0.0505	0.050333333	0.034333333	0.088
VNG0479G	yajO1	chr	370787	369840	-	370216	370285	0.375333333	0.184333333	0.193666667	0.428	0.289	0.198333333	0.340666667	0.3315
VNG0481G	mcmA1	chr	372802	370844	-	371542	371611	-0.066	-0.02	-0.031666667	-0.1125	-0.0435	-0.025333333	-0.056666667	-0.169
VNG0482H		chr	373508	372942	-	373250	373319	0.347666667	0.230666667	0.267	0.4105	0.384	0.155	0.185	0.4055
VNG0483C		chr	374761	373580	-	374066	374135	0.074666667	-0.087333333	0.054333333	0.1415	0.0535	0.042666667	0.158666667	0.1625
VNG0484G	acs1	chr	374853	376820	+	375731	375662	0.157666667	0.079666667	0.042	0.197	0.068	0.022	0.13	0.2055
VNG0485H		chr	377209	376823	-	376834	376903	0.002666667	0.026	0.036	0.001	0.0255	0.043333333	0.062333333	-0.0285
VNG0486G	hat1	chr	377808	377236	-	377475	377544	0.359333333	0.210333333	0.161333333	0.3385	0.195	0.205	0.158333333	0.3085
VNG0487H		chr	378581	377811	-	378428	378497	-0.184	-0.035666667	-0.095333333	-0.2295	-0.114	-0.088666667	-0.129666667	-0.311
VNG0488H		chr	379233	378532	-	379086	379155	0.142666667	0.088	0.017	0.1395	0.1485	0.091	0.067333333	0.069
VNG0489G	dnaJ	chr	380477	379305	-	380125	380194	-0.071333333	0.011	-0.043333333	-0.134	-0.094	-0.020666667	-0.060666667	-0.105
VNG0491G	dnaK	chr	382442	380556	-	382236	382305	-0.051333333	0.005666667	-0.055333333	-0.214	-0.077	0.036333333	-0.157	-0.1965
VNG0492H		chr	383294	382602	-	383158	383227	0.095	-0.000333333	0.08	0.2325	0.155	0.084666667	0.053666667	0.104
VNG0494G	grpE	chr	383987	383337	-	383577	383646	-0.043	0.036666667	-0.030666667	-0.0555	0.017	0.036	-0.014666667	-0.071
VNG0496H		chr	384446	384066	-	384276	384345	-0.046	0.05	-0.003333333	-0.028	-0.02	0.013666667	-0.008	-0.063
VNG0498C		chr	385005	384502	-	384800	384869	0.144	0.193	0.147666667	0.2705	0.3055	0.158333333	0.146	0.1565
VNG0499G	cna	chr	385913	385005	-	385650	385719	0.228333333	0.063	0.187666667	0.4195	0.285	0.128333333	0.114	0.175
VNG0500G	ppd	chr	386009	386752	+	386191	386122	-0.078666667	0.056666667	0.067333333	0.2415	0.0285	-0.011	0.095666667	0.1795
VNG0501G	yfmO1	chr	388004	386769	-	387867	387936	0.104666667	0.062333333	-0.038	0.134	0.033	0.139	0.229	0.0705
VNG0502G	aspB1	chr	388169	389287	+	388773	388704	0.265333333	0.173	0.176333333	0.469	0.226	0.155	0.322666667	0.457
VNG0503C		chr	389355	390140	+	389521	389452	0.326333333	0.224	0.290333333	0.424	0.2535	0.133333333	0.280333333	0.2575
VNG0504G	gbp5	chr	391321	390143	-	390353	390422	-0.013666667	-0.002	-0.007	-0.0565	0.0235	0.009666667	0.024333333	-0.0795
